timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
6156,0.0000,-0.0001,0.9857,-0.0120,0.0154,0.0443,idle
6207,0.0000,-0.0002,0.9861,0.0386,0.0454,0.0568,idle
6258,0.0000,-0.0006,0.9859,-0.0111,0.1518,0.0285,idle
6309,0.0000,-0.0003,0.9832,-0.0141,0.1194,0.0289,idle
6360,0.0000,0.0002,0.9825,-0.0426,0.1133,0.0108,idle
6411,0.0000,0.0006,0.9796,-0.0286,0.0947,0.0193,idle
6462,0.0000,0.0009,0.9805,0.0390,0.0416,0.1039,idle
6513,0.0000,0.0002,0.9812,0.0442,0.0404,0.1181,idle
6564,0.0000,0.0001,0.9829,0.0438,0.0196,0.1158,idle
6615,0.0000,-0.0004,0.9859,0.0970,0.0380,0.1811,idle
6666,0.0000,-0.0012,0.9844,0.0143,0.0299,0.1647,idle
6717,0.0000,0.0006,0.9901,0.0183,0.0692,0.1393,idle
6768,0.0000,0.0006,0.9948,-0.0044,0.0762,0.0946,idle
6819,0.0000,0.0011,0.9984,-0.0118,0.1123,0.0374,idle
6870,0.0000,0.0011,0.9986,-0.0102,0.0527,0.0634,idle
6921,0.0000,0.0014,1.0017,0.0049,0.0141,0.1285,idle
6972,0.0000,0.0023,1.0060,0.0017,-0.0106,0.0050,idle
7023,0.0000,0.0026,1.0030,0.0587,0.0154,-0.0098,idle
7074,0.0000,0.0020,0.9971,0.0218,0.0515,0.0028,idle
7125,0.0000,0.0024,0.9947,0.0702,0.0315,-0.0055,idle
7176,0.0000,0.0032,0.9953,0.0951,0.0414,-0.0716,idle
7227,0.0000,0.0040,0.9967,0.0281,-0.0071,-0.0986,idle
7278,0.0000,0.0037,0.9987,-0.0012,-0.0612,-0.1355,idle
7329,0.0000,0.0015,0.9975,-0.0795,-0.1197,-0.0458,idle
7380,0.0000,0.0020,0.9959,-0.0780,-0.0093,-0.1085,idle
7431,0.0000,0.0009,0.9913,0.0101,-0.0370,-0.0609,idle
7482,0.0000,0.0029,0.9915,-0.0017,-0.0866,-0.0168,idle
7533,0.0000,0.0033,0.9992,0.0162,-0.0439,-0.0303,idle
